ticker,year,month,ret_monthly,size,st_rev,turnover,vol,bm,mom,roe,ag,ac,noa,nsi,gp,cei,ita,ig,dist,oscore,investment,cbop,dy
TRENJ,2008,2,-0.429787,0.26456822790977497,,-0.2840233746382414,,,,,,,,,,,,,,,,,
TRMET,2008,2,-0.104938,0.7139185027573225,,-0.2564973921244121,,,,,,,,,,,,,,,,,
TSPOR,2008,2,0.161677,0.3518663849001877,,-0.32732879644203916,,,,,,,,,,,,,,,,,
TTRAK,2008,2,0.208696,0.8959640939118602,,-0.33200045271035367,,,,,,,,,,,,,,,,,
TUKAS,2008,2,0.0625,-0.3829611875645549,,-0.2507299168398737,,,,,,,,,,,,,,,,,
TUPRS,2008,2,0.059322,2.2592458000356412,,-0.23799532585948663,,,,,,,,,,,,,,,,,
ULKER,2008,2,0.005236,1.146679054913289,,-0.3305335343301221,,,,,,,,,,,,,,,,,
USAK,2008,2,0.008621,-1.110518280959374,,0.8064958875992522,,,,,,,,,,,,,,,,,
VAKKO,2008,2,0.068182,-0.2417548985175846,,-0.2688038214858534,,,,,,,,,,,,,,,,,
VESBE,2008,2,-0.217391,0.7253542906028757,,-0.1912870088827994,,,,,,,,,,,,,,,,,
VESTL,2008,2,0.073684,0.5118948605256024,,-0.3060339540963713,,,,,,,,,,,,,,,,,
VKING,2008,2,-0.053846,-0.40136932285760035,,-0.33190381745552683,,,,,,,,,,,,,,,,,
YATAS,2008,2,0.103175,-0.9261949665449153,,-0.12358631803728107,,,,,,,,,,,,,,,,,
YUNSA,2008,2,0.013699,-0.5958305974612904,,-0.2983334031568806,,,,,,,,,,,,,,,,,
YYAPI,2008,2,0.052632,-1.3035115801570503,,-0.10397304554267292,,,,,,,,,,,,,,,,,
ZOREN,2008,2,0.25,0.5800969480513268,,-0.2191411664601437,,,,,,,,,,,,,,,,,
ADEL,2008,3,-0.053061,-0.6343914819157853,-0.7048261111235881,-0.06824928465024348,,,,,,,,,,,,,,,,,
AEFES,2008,3,-0.131387,2.0972607216610357,1.029229682127981,-0.3114128222784698,,,,,,,,,,,,,,,,,
AFYON,2008,3,-0.008621,0.09343489034963111,0.1765160290542381,7.265822158909535,,,,,,,,,,,,,,,,,
AGHOL,2008,3,-0.184971,1.2441513835255553,0.09224938815598681,-0.31771243776338076,,,,,,,,,,,,,,,,,
AKCNS,2008,3,-0.061404,1.19130060697931,-1.0033929022619317,-0.31574563736679884,,,,,,,,,,,,,,,,,
AKENR,2008,3,-0.188679,0.8624858735853039,0.252811739000953,-0.29130555836672994,,,,,,,,,,,,,,,,,
AKSA,2008,3,0.036842,0.3405960078027398,-0.5169461657923963,0.2240642741357481,,,,,,,,,,,,,,,,,
AKSUE,2008,3,-0.20904,-0.8788287413932747,0.5572643500141066,0.017124970650248976,,,,,,,,,,,,,,,,,
ALARK,2008,3,-0.041958,0.8905816379127799,-0.11065743362688739,-0.3145934814519554,,,,,,,,,,,,,,,,,
ALCAR,2008,3,-0.105505,-0.05468877002060027,-0.22833863937495688,-0.3204774123031018,,,,,,,,,,,,,,,,,
ALCTL,2008,3,-0.205405,-0.3919110065009467,0.6239527127212213,-0.3188960374894626,,,,,,,,,,,,,,,,,
ALKA,2008,3,-0.009615,-0.4197074566415928,-0.9670750181913552,0.008592608230034104,,,,,,,,,,,,,,,,,
ALKIM,2008,3,0.0,0.2767462021931439,-0.08793236227167935,-0.09640224929878116,,,,,,,,,,,,,,,,,
ARCLK,2008,3,-0.242857,1.5896870762628448,-0.1695596220601503,-0.3168314959933426,,,,,,,,,,,,,,,,,
ARENA,2008,3,-0.052632,-0.5073376477503914,-0.5052273136649719,-0.1513664856652799,,,,,,,,,,,,,,,,,
ARSAN,2008,3,0.0,-0.6984307986109103,-1.046898700888143,-0.07917909744339102,,,,,,,,,,,,,,,,,
ASELS,2008,3,-0.063107,0.8678726929814642,-0.299557939653861,1.145630426242524,,,,,,,,,,,,,,,,,
ASUZU,2008,3,-0.010929,0.3733358802219386,-0.10843155555763939,-0.304921013454121,,,,,,,,,,,,,,,,,
ATEKS,2008,3,-0.162011,-0.6158231442099819,-0.7558013582904777,-0.32115520325055424,,,,,,,,,,,,,,,,,
ATSYH,2008,3,-0.247059,-1.8683534582366217,-0.12902752615095803,-0.28593007247039726,,,,,,,,,,,,,,,,,
AVTUR,2008,3,-0.157895,-2.064657950947648,-0.5634960506318876,-0.276542922001168,,,,,,,,,,,,,,,,,
AYCES,2008,3,-0.120773,-0.35375605227898627,0.6450149739772678,-0.317880056332748,,,,,,,,,,,,,,,,,
AYEN,2008,3,-0.146154,0.4519075837993962,0.7600831924266547,-0.2934530860752137,,,,,,,,,,,,,,,,,
AYGAZ,2008,3,0.051402,1.244213968803233,0.2937397420766122,-0.30964001703009925,,,,,,,,,,,,,,,,,
BAGFS,2008,3,-0.016667,0.609404251014158,0.8390710711053455,0.8050167245765705,,,,,,,,,,,,,,,,,
BAKAB,2008,3,-0.06,-0.834003354436521,0.271348992328643,-0.23987427472075756,,,,,,,,,,,,,,,,,
BANVT,2008,3,-0.12,0.41094827335578615,-0.7117764813793429,-0.31444657398869463,,,,,,,,,,,,,,,,,
BESLR,2008,3,0.233333,-0.5639050972003663,2.0315786482521996,0.2226118343478587,,,,,,,,,,,,,,,,,
