model,window,alpha
Market,3,-0.04119617
Market,3,-0.00043874
Market,3,-0.01785449
Market,3,-0.01980474
Market,3,0.05496067
Market,3,0.00546238
Market,3,-0.02042209
Market,3,0.00651472
Market,3,-0.07200171
Market,3,-0.01197603
Market,3,-0.06286100
Market,3,-0.05306727
Market,3,-0.02195143
Market,3,-0.07457284
Market,3,0.02365781
Market,3,-0.02109937
Market,3,0.00738421
Market,3,0.00954534
Market,3,-0.02922852
Market,3,-0.01502513
Market,3,-0.05545697
Market,3,-0.02748991
Market,3,-0.00998020
Market,3,0.02041664
Market,3,0.00776898
Market,3,-0.01866557
Market,3,-0.01040484
Market,3,0.03254533
Market,3,-0.01825539
Market,3,-0.00528360
Market,3,-0.01100819
Market,3,-0.02947000
Market,3,-0.05816151
Market,3,-0.02803009
Market,3,0.00081081
Market,3,-0.02978916
Market,3,-0.01585613
Market,3,-0.05425496
Market,3,-0.03634257
Market,3,-0.06693929
Market,3,0.00045518
Market,3,-0.06722110
Market,3,-0.03457968
Market,3,-0.03478001
Market,3,-0.03173665
Market,3,-0.04329886
Market,3,-0.00009320
Market,3,-0.04937331
Market,3,0.00621962
Market,3,-0.03198549
Market,3,-0.03588086
Market,3,-0.01792150
Market,3,-0.04982052
Market,3,-0.01599044
Market,3,-0.07808180
Market,3,-0.07378997
Market,3,-0.05684778
Market,3,-0.05880733
Market,3,-0.01141584
Market,3,-0.03279862
Market,3,-0.04639590
Market,3,-0.02853308
Market,3,-0.03408541
Market,3,-0.01694437
Market,3,-0.03001333
Market,3,0.01560855
Market,3,-0.05344745
Market,3,-0.04588449
Market,3,-0.07836690
Market,3,0.04065192
Market,3,-0.03629423
Market,3,-0.01249260
Market,3,0.02499086
Market,3,-0.04388585
Market,4,0.04440066
Market,4,-0.05167243
Market,4,0.00129223
Market,4,0.01797349
Market,4,-0.02542327
Market,4,0.03381093
Market,4,-0.04472671
Market,4,-0.05375272
Market,4,0.04070766
Market,4,-0.04892503
Market,4,-0.03627685
Market,4,-0.03159686
Market,4,-0.03375977
Market,4,-0.01155966
Market,4,-0.03525253
Market,4,-0.01891114
Market,4,-0.00736444
Market,4,-0.03144753
Market,4,-0.00976940
Market,4,-0.03045285
Market,4,-0.03991744
Market,4,-0.00775254
Market,4,-0.02900140
Market,4,-0.05882139
Market,4,-0.01330395
Market,4,-0.05012680
Market,4,-0.02431507
Market,4,0.05552332
Market,4,0.03469483
Market,4,-0.02867707
Market,4,0.04595079
Market,4,-0.03138575
Market,4,-0.05760807
Market,4,-0.03779353
Market,4,-0.03979691
Market,4,-0.00848520
Market,4,-0.04796403
Market,4,-0.03492258
Market,4,-0.00193706
Market,4,-0.02144685
Market,4,-0.00909165
Market,4,-0.00947666
Market,4,-0.05105966
Market,4,-0.04258972
Market,4,-0.03146375
Market,4,-0.02788561
Market,4,-0.03454369
Market,4,0.00728858
Market,4,0.02522884
Market,4,-0.01494999
Market,4,-0.06843312
Market,4,-0.08292984
Market,4,-0.01389732
Market,4,-0.00233403
Market,4,-0.04789727
Market,4,-0.03412010
Market,4,-0.02341746
Market,4,-0.03347997
Market,4,-0.02391601
Market,4,-0.03028745
Market,4,-0.03180928
Market,4,-0.04567250
Market,4,-0.02609803
Market,4,-0.01708080
Market,4,-0.05459315
Market,4,-0.02724611
Market,4,0.08892184
Market,4,-0.00574609
Market,4,-0.03171265
Market,4,0.03874798
Market,4,-0.04725897
Market,4,0.02076730
Market,4,-0.00212018
Market,4,-0.03937104
Market,4,-0.02746312
Market,4,-0.02155442
Market,4,-0.00497854
Market,4,0.03348493
Market,4,-0.03215272
Market,4,-0.06568631
Market,4,-0.01675171
Market,4,-0.01150576
Market,4,-0.04592234
Market,4,-0.00028441
Market,4,-0.00954007
Market,4,-0.03836889
Market,4,0.00141400
Market,4,0.01698692
Market,4,-0.02214811
Market,4,-0.03826855
Market,4,-0.03347583
Market,4,-0.01665922
Market,4,-0.01346051
Market,4,-0.03040743
Market,4,-0.03665698
Market,4,-0.02125221
Market,4,0.00519022
Market,4,-0.02268275
Market,4,0.01466065
Market,4,-0.02681557
Market,4,0.00247448
Market,4,-0.04984692
Market,4,-0.01958812
Market,4,0.00031325
Market,4,-0.03387084
Market,4,-0.04849104
Market,4,-0.01600387
Market,4,-0.05129019
Market,4,-0.04785198
Market,4,-0.04630586
Market,4,-0.01356018
Market,4,-0.06859930
Market,4,-0.04216495
Market,4,-0.02238096
Market,4,0.00977927
Market,4,-0.05241442
Market,4,-0.03094375
Market,4,0.00254820
Market,4,-0.01309582
Market,4,-0.02350691
Market,4,-0.03916229
Market,4,-0.03610838
Market,4,-0.02396527
Market,4,-0.00408355
Market,4,-0.04856996
Market,4,0.01269065
Market,4,-0.02449508
Market,4,0.02553838
Market,4,0.05185698
Market,4,0.00951176
Market,4,-0.03655872
Market,4,0.01434536
Market,4,-0.02949806
Market,4,-0.05840200
Market,4,-0.05328489
Market,4,-0.03240689
Market,4,0.00305408
Market,4,-0.01729890
Market,4,-0.01407684
Market,4,0.00698266
Market,4,0.00936691
Market,4,-0.02862373
Market,4,-0.01218330
Market,4,0.15387346
Market,4,0.00473913
Market,4,0.02760735
Market,4,-0.01733934
Market,4,0.06543028
Market,4,0.00167676
Market,4,0.03879562
Market,4,-0.02842390
Market,4,-0.01596359
Market,4,-0.00865858
Market,4,-0.02965963
Market,4,0.04869156
Market,4,0.04697827
Market,4,0.02126401
Market,4,-0.00478790
Market,4,-0.01837303
Market,4,-0.01289118
Market,4,-0.02347667
Market,4,0.02058063
Market,4,-0.03864714
Market,4,0.11107843
Market,4,-0.01470793
Market,4,-0.00880312
Market,4,-0.02271192
Market,4,0.01707940
Market,4,-0.02478309
Market,4,-0.00676755
Market,4,-0.02334533
Market,4,0.05741096
Market,4,0.00266962
Market,4,-0.00498069
Market,4,-0.01350101
Market,4,-0.04268872
Market,4,-0.04291225
Market,4,-0.01021610
Market,4,-0.01536680
Market,4,-0.02909446
Market,4,-0.06151892
Market,4,-0.00065150
Market,4,0.01876812
Market,4,0.01417819
Market,4,-0.00337917
Market,4,-0.02522532
Market,4,-0.06286568
Market,4,-0.02638422
Market,4,-0.05388368
Market,4,-0.02596908
Market,4,-0.02645855
Market,4,-0.05008259
Market,4,-0.02011607
Market,4,0.03770991
Market,4,0.00973605
Market,4,-0.01913994
Market,4,0.01804206
Market,4,-0.01632405
Market,4,-0.02142337
Market,4,0.00776318
Market,4,0.00245572
Market,4,-0.00368497
Market,4,-0.03725979
Market,4,0.01375674
Market,4,-0.00673545
Market,4,-0.05934056
Market,4,0.00024596
Market,4,-0.04101267
Market,4,-0.03864473
Market,4,0.01216136
Market,4,-0.03731115
Market,4,-0.03003247
Market,4,-0.03587794
Market,4,-0.00304459
Market,4,0.01398740
Market,4,0.02176353
Market,4,-0.04037826
Market,4,-0.03555692
Market,4,0.01392771
Market,4,0.06085199
Market,4,-0.01991230
Market,4,-0.03013207
Market,4,-0.01348596
Market,4,-0.00192234
Market,4,-0.04546637
Market,4,0.01859850
Market,4,-0.02745363
Market,4,0.00696504
Market,4,-0.04045922
Market,4,-0.06006310
Market,4,-0.00664702
Market,4,-0.04481654
Market,4,-0.01557216
Market,4,-0.02777748
Market,4,-0.02357943
Market,4,-0.06195948
Market,4,-0.02046605
Market,4,-0.02380315
Market,4,-0.00590387
Market,4,-0.00208049
Market,4,0.04340039
Market,4,-0.03170233
Market,4,-0.00390635
Market,4,-0.02751543
Market,4,-0.02291636
Market,4,0.00640101
Market,4,-0.06623546
